,Date,Price,Open,High,Low,Vol,Change%
1914,11/13/2008,346.24,334.51,347.57,334.51,16.18K,1.14%
1915,11/14/2008,352.07,357.75,357.75,351.72,14.14K,1.68%
1916,11/17/2008,345.05,346.89,348.93,345.05,10.76K,-1.99%
1917,11/18/2008,340.69,338.61,342.00,338.46,12.10K,-1.26%
1918,11/19/2008,336.89,342.93,342.93,336.89,10.01K,-1.12%
1919,11/20/2008,325.74,326.56,328.64,324.90,15.72K,-3.31%
1920,11/21/2008,318.96,315.50,322.35,315.23,17.62K,-2.08%
1921,11/24/2008,317.93,322.79,322.79,317.93,13.28K,-0.32%
1922,11/25/2008,320.33,320.14,320.33,317.64,11.34K,0.75%
1923,11/26/2008,311.74,318.19,318.20,311.74,11.98K,-2.68%
1924,11/27/2008,303.54,308.57,309.59,303.54,13.27K,-2.63%
1925,11/28/2008,314.74,311.36,314.74,311.36,12.99K,3.69%
1926,12/01/2008,314.71,313.33,317.37,310.03,11.22K,-0.01%
1927,12/02/2008,307.45,305.95,307.93,305.87,8.81K,-2.31%
1928,12/03/2008,306.22,307.90,308.12,304.28,8.92K,-0.40%
1929,12/04/2008,308.60,306.44,310.85,306.44,10.80K,0.78%
1930,12/05/2008,299.68,303.83,303.91,298.80,10.28K,-2.89%
1931,12/08/2008,288.69,291.83,292.36,287.90,14.46K,-3.67%
1932,12/09/2008,293.30,285.56,293.30,285.53,9.37K,1.60%
1933,12/10/2008,286.85,290.05,290.22,286.85,9.96K,-2.20%
1934,12/11/2008,288.93,285.56,289.48,284.06,7.70K,0.73%
1935,12/12/2008,299.54,295.51,299.54,295.25,12.39K,3.67%
1936,12/15/2008,308.28,308.02,308.28,303.68,10.44K,2.92%
1937,12/16/2008,296.42,305.65,305.65,296.21,12.46K,-3.85%
1938,12/17/2008,301.02,295.04,301.77,293.09,15.40K,1.55%
1939,12/18/2008,305.56,301.34,305.56,300.28,12.23K,1.51%
1940,12/19/2008,307.26,305.43,309.93,305.43,15.59K,0.56%
1941,12/22/2008,310.05,314.36,314.76,310.05,16.03K,0.91%
1942,12/23/2008,303.93,303.79,304.67,301.74,20.28K,-1.97%
1943,12/24/2008,304.05,298.78,304.05,298.66,12.20K,0.04%
1944,12/25/2008,302.19,304.29,304.37,301.93,9.32K,-0.61%
1945,12/26/2008,304.46,300.91,304.46,300.46,10.20K,0.75%
1946,12/29/2008,308.56,306.45,308.56,306.45,8.53K,1.35%
1947,12/30/2008,316.32,310.61,316.32,310.29,15.49K,2.51%
1948,12/31/2008,315.62,318.82,318.82,314.37,15.72K,-0.22%
1949,01/02/2009,313.34,312.49,313.34,312.18,5.63K,-0.72%
1950,01/05/2009,311.91,308.77,311.91,308.25,7.92K,-0.46%
1951,01/06/2009,314.04,312.91,315.02,312.88,12.97K,0.68%
1952,01/07/2009,319.58,320.40,322.59,319.29,14.75K,1.76%
1953,01/08/2009,314.15,315.92,318.79,313.04,14.94K,-1.70%
1954,01/09/2009,313.40,313.75,313.82,312.12,8.48K,-0.24%
1955,01/12/2009,312.18,311.24,312.65,310.33,6.52K,-0.39%
1956,01/13/2009,307.13,308.57,309.16,306.92,8.64K,-1.62%
1957,01/14/2009,307.98,306.14,310.33,306.14,8.68K,0.28%
1958,01/15/2009,304.01,304.31,305.54,304.01,6.37K,-1.29%
1959,01/16/2009,306.12,305.72,307.10,305.04,7.61K,0.69%
1960,01/19/2009,304.98,305.89,306.38,304.53,4.75K,-0.37%
1961,01/20/2009,302.86,303.11,303.53,302.74,5.29K,-0.70%
1962,01/21/2009,300.04,300.92,301.97,300.02,5.23K,-0.93%
1963,01/22/2009,301.12,300.68,302.29,300.68,4.67K,0.36%
1964,01/23/2009,303.21,300.38,303.21,300.38,4.62K,0.69%
1965,02/02/2009,297.52,301.12,301.30,297.52,5.36K,-1.88%
1966,02/03/2009,288.69,291.60,292.18,288.69,8.20K,-2.97%
1967,02/04/2009,286.11,286.83,290.99,286.11,5.68K,-0.89%
1968,02/05/2009,277.81,284.34,284.34,277.81,7.58K,-2.90%
1969,02/06/2009,281.63,279.74,281.63,277.06,7.48K,1.38%
1970,02/09/2009,287.57,285.55,287.83,284.29,5.77K,2.11%
1971,02/10/2009,282.02,282.82,283.15,281.60,6.78K,-1.93%
1972,02/11/2009,276.22,275.06,276.71,274.83,7.74K,-2.06%
1973,02/12/2009,276.09,275.37,277.83,275.37,8.39K,-0.05%
1974,02/13/2009,274.51,274.21,275.29,274.21,5.62K,-0.57%
1975,02/16/2009,272.31,274.86,274.91,272.07,5.57K,-0.80%
1976,02/17/2009,263.07,268.76,269.30,263.07,11.43K,-3.39%
1977,02/18/2009,255.09,255.18,256.74,254.20,11.31K,-3.03%
1978,02/19/2009,254.85,257.31,258.21,253.37,9.55K,-0.09%
1979,02/20/2009,252.57,252.42,252.57,250.54,8.08K,-0.89%
1980,02/23/2009,244.02,247.04,247.64,243.81,11.35K,-3.39%
1981,02/24/2009,235.50,236.57,236.70,234.66,11.58K,-3.49%
1982,02/25/2009,244.33,241.90,244.46,241.45,10.04K,3.75%
1983,02/26/2009,242.53,241.78,242.76,237.88,13.56K,-0.74%
1984,02/27/2009,245.74,239.75,246.06,239.69,11.33K,1.32%
1985,03/02/2009,247.66,244.23,247.74,244.23,8.97K,0.78%
1986,03/03/2009,241.46,241.79,242.51,240.96,10.10K,-2.50%
1987,03/04/2009,244.36,243.07,245.37,242.92,7.87K,1.20%
1988,03/05/2009,246.68,249.69,249.69,246.68,8.67K,0.95%
1989,03/06/2009,245.70,244.60,245.70,243.76,7.90K,-0.40%
1990,03/09/2009,247.85,246.99,247.85,246.52,10.55K,0.88%
1991,03/10/2009,251.88,249.71,251.88,248.00,12.79K,1.63%
1992,03/11/2009,255.85,258.42,258.42,255.85,17.79K,1.58%
1993,03/12/2009,251.01,251.87,254.42,249.76,19.72K,-1.89%
1994,03/13/2009,251.44,252.55,253.23,251.44,12.87K,0.17%
1995,03/16/2009,254.56,252.68,254.56,252.45,12.27K,1.24%
1996,03/17/2009,263.20,257.60,263.20,257.60,22.00K,3.39%
1997,03/18/2009,273.39,273.29,273.39,272.42,28.92K,3.87%
1998,03/19/2009,267.04,272.92,276.81,267.04,32.73K,-2.32%
1999,03/20/2009,266.62,264.76,269.90,264.76,16.70K,-0.16%
2000,03/23/2009,260.16,264.86,265.11,260.16,17.35K,-2.42%
2001,03/24/2009,270.62,271.17,271.36,269.52,24.72K,4.02%
2002,03/25/2009,277.63,270.03,278.29,269.64,28.35K,2.59%
2003,03/26/2009,286.25,285.25,286.25,283.27,26.99K,3.10%
2004,03/27/2009,287.41,292.64,292.85,287.41,35.64K,0.41%
2005,03/30/2009,282.38,281.60,287.09,281.06,26.28K,-1.75%
2006,03/31/2009,280.67,278.53,280.67,276.59,22.96K,-0.61%
2007,04/01/2009,289.52,282.07,289.52,282.07,22.18K,3.15%
2008,04/02/2009,297.30,293.95,297.30,292.38,29.42K,2.69%
2009,04/03/2009,310.28,306.61,310.28,306.61,42.34K,4.37%
2010,04/07/2009,322.36,313.72,322.36,309.82,49.34K,3.89%
2011,04/08/2009,313.76,316.65,328.45,313.39,55.23K,-2.67%
2012,04/09/2009,311.72,316.73,316.73,309.97,35.58K,-0.65%
2013,04/10/2009,325.05,323.73,325.89,323.73,30.44K,4.28%
2014,04/13/2009,340.01,334.43,340.01,334.43,27.90K,4.60%
2015,04/14/2009,347.07,344.19,347.77,339.18,53.58K,2.08%
2016,04/15/2009,339.29,344.09,347.81,338.57,62.25K,-2.24%
2017,04/16/2009,343.88,346.19,346.19,339.71,45.42K,1.35%
2018,04/17/2009,334.14,341.19,341.19,329.29,68.40K,-2.83%
2019,04/20/2009,318.89,319.21,319.62,318.85,18.21K,-4.56%
2020,04/21/2009,312.77,309.84,312.77,305.00,27.13K,-1.92%
2021,04/22/2009,321.86,313.87,323.88,313.87,54.04K,2.91%
2022,04/23/2009,315.20,320.49,324.89,315.20,29.05K,-2.07%
2023,04/24/2009,309.90,308.62,309.90,304.49,28.91K,-1.68%
2024,04/27/2009,313.69,315.61,316.76,311.12,21.54K,1.22%
2025,04/28/2009,315.71,311.10,315.71,310.44,22.10K,0.64%
2026,04/29/2009,321.63,315.67,321.63,315.44,25.85K,1.88%
2027,05/04/2009,336.64,336.31,336.64,336.31,14.33K,4.67%
2028,05/05/2009,351.32,352.49,352.56,351.14,27.65K,4.36%
2029,05/06/2009,350.14,356.08,357.51,348.83,78.91K,-0.34%
2030,05/07/2009,363.85,357.99,364.45,357.99,42.06K,3.92%
2031,05/08/2009,366.22,363.92,370.68,363.92,49.23K,0.65%
2032,05/11/2009,372.95,371.33,376.92,370.36,43.66K,1.84%
2033,05/12/2009,381.97,374.11,382.05,371.12,45.74K,2.42%
2034,05/13/2009,378.25,382.66,386.30,378.25,52.43K,-0.97%
2035,05/14/2009,376.75,372.49,376.75,368.06,52.84K,-0.40%
2036,05/15/2009,390.16,379.37,390.16,379.37,52.79K,3.56%
2037,05/18/2009,390.85,390.36,395.44,390.36,50.62K,0.18%
2038,05/19/2009,400.90,399.64,404.35,399.32,53.88K,2.57%
2039,05/20/2009,410.38,402.37,412.21,402.37,60.80K,2.36%
2040,05/21/2009,412.51,410.90,416.90,410.90,63.70K,0.52%
2041,05/22/2009,404.58,408.26,410.34,400.93,71.47K,-1.92%
2042,05/25/2009,421.75,409.45,422.06,409.45,45.67K,4.24%
2043,05/26/2009,425.03,425.08,429.92,423.96,54.68K,0.78%
2044,05/27/2009,425.17,426.51,431.39,423.20,59.29K,0.03%
2045,05/28/2009,415.45,421.88,421.90,414.68,57.83K,-2.29%
2046,05/29/2009,411.64,419.43,420.30,409.00,48.05K,-0.92%
2047,06/01/2009,426.43,418.75,427.63,418.44,42.48K,3.59%
2048,06/02/2009,440.56,436.04,446.08,436.04,52.80K,3.31%
2049,06/03/2009,444.79,443.22,447.33,442.55,57.55K,0.96%
2050,06/04/2009,458.19,446.18,458.43,446.18,60.65K,3.01%
2051,06/05/2009,478.72,464.66,479.16,464.66,47.09K,4.48%
2052,06/08/2009,501.49,488.98,501.49,488.98,32.67K,4.76%
2053,06/09/2009,512.46,503.65,514.73,503.65,78.25K,2.19%
2054,06/10/2009,497.51,509.11,510.26,494.60,101.78K,-2.92%
2055,06/11/2009,511.27,499.68,514.38,499.68,64.25K,2.77%
2056,06/12/2009,509.59,520.28,525.22,509.06,66.36K,-0.33%
2057,06/15/2009,493.52,506.00,506.00,487.27,75.63K,-3.15%
2058,06/16/2009,471.97,477.52,477.52,471.07,46.31K,-4.37%
2059,06/17/2009,472.47,465.32,472.47,455.78,68.65K,0.11%
2060,06/18/2009,479.27,476.56,487.61,474.69,57.23K,1.44%
2061,06/19/2009,475.22,485.82,486.87,472.11,50.36K,-0.85%
2062,06/22/2009,458.11,458.36,458.47,458.11,41.62K,-3.60%
2063,06/23/2009,438.55,442.46,442.46,437.44,31.95K,-4.27%
2064,06/24/2009,456.22,440.70,457.49,440.70,52.65K,4.03%
2065,06/25/2009,453.76,471.37,471.37,453.28,52.74K,-0.54%
2066,06/26/2009,461.37,453.42,461.37,453.31,39.12K,1.68%
2067,06/29/2009,460.42,461.99,465.99,459.69,28.87K,-0.21%
2068,06/30/2009,448.29,462.51,462.51,447.65,40.28K,-2.63%
2069,07/01/2009,430.00,439.58,439.58,429.46,45.21K,-4.08%
2070,07/02/2009,433.79,427.89,436.91,422.35,43.04K,0.88%
2071,07/03/2009,435.44,425.11,435.44,425.11,28.63K,0.38%
2072,07/06/2009,454.27,442.40,454.27,442.29,33.62K,4.32%
2073,07/07/2009,447.63,450.48,455.40,446.93,47.81K,-1.46%
2074,07/08/2009,446.79,442.99,448.96,440.23,32.75K,-0.19%
2075,07/09/2009,446.40,450.12,452.08,445.43,27.36K,-0.09%
2076,07/10/2009,438.83,445.82,445.98,437.33,34.19K,-1.70%
2077,07/13/2009,426.67,435.83,435.83,426.67,29.90K,-2.77%
2078,07/14/2009,418.55,425.09,425.47,415.81,33.26K,-1.90%
2079,07/15/2009,427.05,424.10,430.78,424.10,23.31K,2.03%
2080,07/16/2009,433.47,438.07,440.43,432.22,30.06K,1.50%
2081,07/17/2009,428.67,431.94,431.94,427.75,25.58K,-1.11%
2082,07/20/2009,412.88,415.29,415.31,411.39,28.74K,-3.68%
2083,07/21/2009,416.43,412.97,418.22,412.23,26.24K,0.86%
2084,07/22/2009,419.48,423.40,423.40,419.08,20.86K,0.73%
2085,07/23/2009,434.20,417.65,434.20,417.21,25.76K,3.51%
2086,07/24/2009,454.71,444.96,454.71,444.96,28.54K,4.72%
2087,07/27/2009,469.71,462.25,470.19,460.22,62.33K,3.30%
2088,07/28/2009,462.98,467.34,472.58,462.68,61.31K,-1.43%
2089,07/29/2009,458.04,464.39,470.23,458.04,36.28K,-1.07%
2090,07/30/2009,451.91,451.80,455.23,444.95,31.55K,-1.34%
2091,07/31/2009,466.76,457.55,466.76,457.55,38.51K,3.29%
2092,08/03/2009,467.93,466.82,473.25,465.36,35.11K,0.25%
2093,08/04/2009,476.59,475.09,477.61,472.64,46.18K,1.85%
2094,08/05/2009,481.29,474.38,481.29,472.33,42.21K,0.99%
2095,08/06/2009,481.44,481.61,490.99,481.27,60.75K,0.03%
2096,08/07/2009,480.65,480.42,483.46,478.64,42.23K,-0.16%
2097,08/10/2009,491.20,485.92,492.33,483.68,48.04K,2.19%
2098,08/11/2009,494.17,490.96,494.68,490.46,50.88K,0.60%
2099,08/12/2009,497.16,498.76,501.57,496.80,64.87K,0.61%
2100,08/13/2009,503.58,501.99,506.60,501.99,70.35K,1.29%
2101,08/14/2009,506.99,503.70,509.27,502.65,57.91K,0.68%
2102,08/17/2009,500.08,505.49,508.51,500.08,45.76K,-1.36%
2103,08/18/2009,499.69,496.79,501.63,495.46,48.15K,-0.08%
2104,08/19/2009,508.46,505.00,508.46,503.36,46.80K,1.76%
2105,08/20/2009,513.90,513.84,515.24,510.40,62.04K,1.07%
2106,08/21/2009,519.17,522.11,530.45,519.17,84.12K,1.03%
2107,08/24/2009,528.20,522.15,528.84,522.15,58.26K,1.74%
2108,08/25/2009,528.85,532.01,532.91,527.04,69.58K,0.12%
2109,08/26/2009,525.95,529.97,532.74,525.95,55.52K,-0.55%
2110,08/27/2009,527.04,527.13,529.67,523.18,49.98K,0.21%
2111,08/28/2009,536.53,533.61,536.53,530.66,58.22K,1.80%
2112,08/31/2009,546.78,541.89,547.38,541.89,75.09K,1.91%
2113,09/01/2009,547.69,545.05,549.59,542.41,73.20K,0.17%
2114,09/03/2009,540.81,541.00,548.38,539.47,68.05K,-1.26%
2115,09/04/2009,528.49,543.01,544.31,528.49,78.74K,-2.28%
2116,09/07/2009,524.51,528.16,528.16,513.49,60.73K,-0.75%
2117,09/08/2009,537.81,529.96,538.59,529.76,49.01K,2.54%
2118,09/09/2009,536.11,539.90,542.00,536.11,57.25K,-0.32%
2119,09/10/2009,540.19,535.52,541.90,535.39,52.98K,0.76%
2120,09/11/2009,547.99,548.99,549.62,547.84,63.00K,1.44%
2121,09/14/2009,556.59,551.70,559.71,551.70,65.46K,1.57%
2122,09/15/2009,556.75,558.43,562.23,553.30,72.35K,0.03%
2123,09/16/2009,556.98,560.46,562.49,556.98,68.35K,0.04%
2124,09/17/2009,561.19,559.35,564.23,553.20,76.60K,0.76%
2125,09/18/2009,571.01,561.66,571.01,561.66,65.82K,1.75%
2126,09/21/2009,577.97,578.32,581.01,577.96,69.19K,1.22%
2127,09/22/2009,582.85,578.64,585.51,577.87,75.33K,0.84%
2128,09/23/2009,582.11,587.40,594.32,582.11,91.82K,-0.13%
2129,09/24/2009,574.78,576.83,583.64,572.16,72.77K,-1.26%
2130,09/25/2009,582.84,574.10,582.84,574.10,77.64K,1.40%
2131,09/28/2009,582.02,585.83,590.91,582.02,75.63K,-0.14%
2132,09/29/2009,582.59,582.08,587.87,581.23,85.02K,0.10%
2133,09/30/2009,580.90,583.16,586.26,578.32,75.12K,-0.29%
2134,10/01/2009,568.99,581.80,581.80,568.99,65.33K,-2.05%
2135,10/02/2009,549.73,552.97,556.16,544.32,77.26K,-3.38%
2136,10/05/2009,549.00,553.21,556.55,543.20,49.97K,-0.13%
2137,10/06/2009,552.03,554.08,557.08,550.49,44.41K,0.55%
2138,10/07/2009,566.42,560.79,569.58,560.22,47.37K,2.61%
2139,10/08/2009,571.84,570.46,571.84,566.04,52.42K,0.96%
2140,10/09/2009,581.99,575.39,582.52,575.39,70.09K,1.77%
2141,10/12/2009,594.30,588.68,595.69,587.11,76.23K,2.12%
2142,10/13/2009,589.89,594.20,597.40,589.49,85.58K,-0.74%
2143,10/14/2009,605.65,590.84,605.65,590.84,85.91K,2.67%
2144,10/15/2009,617.38,612.02,626.11,612.02,107.21K,1.94%
2145,10/16/2009,609.54,616.44,619.52,609.54,123.42K,-1.27%
2146,10/19/2009,607.11,609.03,612.01,605.80,90.07K,-0.40%
2147,10/20/2009,616.58,615.27,617.08,613.62,91.28K,1.56%
2148,10/21/2009,618.48,617.14,622.26,614.73,93.97K,0.31%
2149,10/22/2009,624.10,619.53,625.02,619.05,98.26K,0.91%
2150,10/23/2009,615.68,626.14,633.21,615.68,137.06K,-1.35%
2151,10/26/2009,609.34,615.58,623.71,608.26,86.90K,-1.03%
2152,10/27/2009,596.78,602.61,602.61,590.71,95.58K,-2.06%
2153,10/28/2009,599.86,602.97,604.82,596.34,70.54K,0.52%
2154,10/29/2009,581.49,588.23,588.23,575.73,86.78K,-3.06%
2155,10/30/2009,587.12,590.85,594.73,583.75,67.73K,0.97%
2156,11/02/2009,561.71,565.85,565.85,559.98,64.75K,-4.33%
2157,11/03/2009,539.65,557.05,557.05,539.46,64.65K,-3.93%
2158,11/04/2009,537.53,537.82,550.29,533.23,60.28K,-0.39%
2159,11/05/2009,555.54,545.59,556.57,542.31,57.33K,3.35%
2160,11/06/2009,554.88,565.70,569.71,554.88,61.06K,-0.12%
2161,11/09/2009,534.09,544.91,547.28,534.09,47.71K,-3.75%
2162,11/10/2009,524.40,534.78,535.71,520.00,52.49K,-1.81%
2163,11/11/2009,537.59,526.29,537.59,523.05,43.96K,2.52%
2164,11/12/2009,545.98,541.36,550.78,540.58,50.00K,1.56%
2165,11/13/2009,548.21,540.64,549.22,536.90,48.50K,0.41%
2166,11/16/2009,545.70,550.97,554.54,545.70,47.99K,-0.46%
2167,11/17/2009,547.08,549.18,550.13,543.61,50.98K,0.25%
2168,11/18/2009,553.83,547.17,553.83,543.96,51.77K,1.23%
2169,11/19/2009,560.05,556.72,562.64,553.10,62.59K,1.12%
2170,11/20/2009,555.84,558.49,562.28,554.21,53.20K,-0.75%
2171,11/23/2009,537.29,551.92,553.40,537.29,50.34K,-3.34%
2172,11/24/2009,527.13,535.59,538.79,526.93,45.88K,-1.89%
2173,11/25/2009,503.41,519.74,519.74,503.24,66.96K,-4.50%
2174,11/26/2009,482.60,495.60,495.60,479.38,40.27K,-4.13%
2175,11/27/2009,490.62,464.72,503.13,461.48,68.76K,1.66%
2176,11/30/2009,504.12,494.12,506.66,494.12,38.53K,2.75%
2177,12/01/2009,514.92,513.42,518.32,512.15,43.29K,2.14%
2178,12/02/2009,499.14,507.47,514.83,499.14,53.49K,-3.06%
2179,12/03/2009,494.80,494.61,502.14,485.59,42.46K,-0.87%
2180,12/04/2009,494.96,499.87,499.98,493.41,34.84K,0.03%
2181,12/07/2009,498.61,495.43,498.61,491.56,27.77K,0.74%
2182,12/08/2009,488.47,494.64,495.95,485.56,33.73K,-2.03%
2183,12/09/2009,470.63,473.31,474.58,468.40,46.18K,-3.65%
2184,12/10/2009,458.72,474.55,474.55,458.65,38.06K,-2.53%
2185,12/11/2009,444.16,450.60,452.52,442.61,39.32K,-3.17%
2186,12/14/2009,458.39,449.25,460.80,447.89,45.70K,3.20%
2187,12/15/2009,459.44,458.44,463.42,454.84,29.64K,0.23%
2188,12/16/2009,442.10,452.17,452.17,440.20,37.04K,-3.77%
2189,12/17/2009,434.87,432.42,436.41,427.06,39.94K,-1.64%
2190,12/18/2009,443.34,440.88,449.55,440.88,53.78K,1.95%
2191,12/21/2009,460.99,457.08,460.99,452.55,35.20K,3.98%
2192,12/22/2009,465.24,468.03,470.93,462.87,48.11K,0.92%
2193,12/23/2009,470.75,464.13,471.35,463.33,41.08K,1.18%
2194,12/24/2009,479.13,469.21,479.13,464.39,51.98K,1.78%
2195,12/25/2009,495.08,487.92,495.76,487.19,53.66K,3.33%
2196,12/28/2009,492.57,490.68,499.02,485.76,50.08K,-0.51%
2197,12/29/2009,484.45,487.56,493.67,483.76,71.78K,-1.65%
2198,12/30/2009,495.36,484.25,495.36,483.07,56.44K,2.25%
2199,12/31/2009,494.77,502.84,504.84,494.77,70.46K,-0.12%
2200,01/04/2010,517.05,501.74,517.05,501.74,44.92K,4.50%
2201,01/05/2010,532.53,529.23,539.39,529.23,70.05K,2.99%
2202,01/06/2010,534.46,529.47,538.84,526.37,67.36K,0.36%
2203,01/07/2010,533.34,536.78,540.77,530.68,75.68K,-0.21%
2204,01/08/2010,520.90,540.95,544.49,520.90,84.72K,-2.33%
2205,01/11/2010,515.06,522.78,524.06,512.15,44.78K,-1.12%
2206,01/12/2010,498.31,511.24,516.75,498.31,52.74K,-3.25%
2207,01/13/2010,508.61,495.72,508.61,485.75,55.05K,2.07%
2208,01/14/2010,512.33,516.44,517.72,509.25,36.06K,0.73%
2209,01/15/2010,505.42,509.19,512.63,503.29,37.13K,-1.35%
2210,01/18/2010,487.13,499.08,499.24,487.13,41.42K,-3.62%
2211,01/19/2010,495.51,489.84,498.10,489.77,33.64K,1.72%
2212,01/20/2010,489.50,498.73,499.15,489.50,35.90K,-1.21%
2213,01/21/2010,478.42,481.97,489.47,477.80,41.82K,-2.26%
2214,01/22/2010,477.59,474.10,481.69,471.85,30.08K,-0.17%
2215,01/25/2010,480.91,476.75,481.04,476.75,21.33K,0.70%
2216,01/26/2010,497.90,490.12,497.90,490.12,33.76K,3.53%
2217,01/27/2010,486.41,496.86,498.20,486.41,33.82K,-2.31%
2218,01/28/2010,481.76,484.67,487.81,481.47,23.07K,-0.96%
2219,01/29/2010,481.96,481.49,484.15,477.11,26.56K,0.04%
2220,02/01/2010,486.95,482.93,486.95,481.84,23.14K,1.04%
2221,02/02/2010,487.93,489.62,490.86,486.24,27.41K,0.20%
2222,02/03/2010,495.48,490.32,495.85,490.12,26.57K,1.55%
2223,02/04/2010,503.83,496.25,504.35,496.02,36.96K,1.69%
2224,02/05/2010,493.04,495.67,501.06,491.05,33.69K,-2.14%
2225,02/08/2010,491.20,488.86,491.65,487.72,21.68K,-0.37%
2226,02/09/2010,482.89,486.97,488.77,482.38,25.21K,-1.69%
2227,02/10/2010,490.91,486.86,491.17,486.86,19.69K,1.66%
2228,02/11/2010,499.94,492.99,499.97,491.86,21.91K,1.84%
2229,02/12/2010,507.00,505.34,508.72,504.78,23.33K,1.41%
2230,02/22/2010,510.02,513.19,513.19,507.93,21.17K,0.60%
2231,02/23/2010,496.29,504.52,504.52,496.29,27.08K,-2.69%
2232,02/24/2010,494.59,492.89,494.85,490.21,27.43K,-0.34%
2233,02/25/2010,494.99,497.50,500.24,493.73,28.38K,0.08%
2234,02/26/2010,496.91,494.31,496.91,491.97,39.28K,0.39%
2235,03/01/2010,503.01,502.57,505.34,502.43,35.08K,1.23%
2236,03/02/2010,501.00,503.98,505.59,500.08,43.30K,-0.40%
2237,03/03/2010,507.32,505.04,507.32,501.96,37.83K,1.26%
2238,03/04/2010,511.91,510.93,516.77,510.93,50.96K,0.90%
2239,03/05/2010,513.39,512.72,514.47,509.61,45.56K,0.29%
2240,03/08/2010,521.12,517.00,522.83,517.00,55.97K,1.51%
2241,03/09/2010,527.27,520.75,527.30,520.13,62.41K,1.18%
2242,03/10/2010,525.67,526.28,529.63,522.81,57.90K,-0.30%
2243,03/11/2010,524.64,526.93,529.53,524.37,52.45K,-0.20%
2244,03/12/2010,531.51,528.90,531.51,526.70,55.97K,1.31%
2245,03/15/2010,531.86,538.01,538.01,531.55,56.57K,0.07%
2246,03/16/2010,516.08,526.06,529.55,516.08,67.29K,-2.97%
2247,03/17/2010,510.85,519.90,520.14,510.85,51.32K,-1.01%
2248,03/18/2010,519.73,515.24,519.73,510.47,46.31K,1.74%
2249,03/19/2010,515.99,520.14,521.22,515.99,54.36K,-0.72%
2250,03/22/2010,511.58,515.71,517.79,511.58,42.56K,-0.85%
2251,03/23/2010,506.53,512.21,513.07,506.53,45.89K,-0.99%
2252,03/24/2010,512.12,511.05,512.87,508.75,46.05K,1.10%
2253,03/25/2010,503.39,507.85,508.83,502.16,52.07K,-1.70%
2254,03/26/2010,505.30,505.51,506.40,501.64,63.12K,0.38%
2255,03/29/2010,505.67,506.70,509.15,504.05,37.75K,0.07%
2256,03/30/2010,500.72,504.71,506.29,500.72,59.88K,-0.98%
2257,03/31/2010,499.24,501.85,504.00,499.24,52.76K,-0.30%
2258,04/01/2010,508.18,500.31,508.91,499.99,53.67K,1.79%
2259,04/02/2010,510.48,510.38,513.10,508.54,43.47K,0.45%
2260,04/05/2010,514.79,514.17,516.27,513.45,44.73K,0.84%
2261,04/06/2010,515.33,517.48,520.31,515.33,68.80K,0.10%
2262,04/07/2010,515.82,516.21,517.26,512.54,51.48K,0.10%
2263,04/08/2010,515.93,515.72,519.40,514.74,55.89K,0.02%
2264,04/09/2010,517.42,517.06,519.61,516.40,63.63K,0.29%
2265,04/12/2010,519.93,522.12,523.16,519.50,54.42K,0.49%
2266,04/13/2010,517.98,521.04,523.23,517.98,53.75K,-0.38%
2267,04/14/2010,516.21,518.57,518.74,515.81,45.15K,-0.34%
2268,04/15/2010,521.49,521.01,521.49,518.39,53.71K,1.02%
2269,04/16/2010,522.03,523.72,523.99,521.53,63.13K,0.10%
2270,04/19/2010,516.74,521.35,521.69,516.74,61.10K,-1.01%
2271,04/20/2010,515.20,517.36,519.72,515.20,58.67K,-0.30%
2272,04/21/2010,519.70,517.54,520.20,517.54,56.68K,0.87%
2273,04/22/2010,529.31,521.90,534.53,521.90,79.84K,1.85%
2274,04/26/2010,531.21,531.69,535.41,531.21,69.63K,0.36%
2275,04/27/2010,535.72,532.58,536.23,531.57,57.60K,0.85%
2276,04/28/2010,539.20,536.08,539.83,536.08,60.98K,0.65%
2277,04/29/2010,542.37,541.44,542.74,541.19,74.88K,0.59%
2278,05/04/2010,549.12,544.52,550.61,544.52,89.16K,1.24%
2279,05/05/2010,548.01,548.75,551.39,546.13,86.72K,-0.20%
2280,05/06/2010,549.51,549.19,551.40,547.02,81.31K,0.27%
2281,05/07/2010,542.03,548.22,548.22,536.51,112.50K,-1.36%
2282,05/10/2010,534.38,541.49,541.49,532.40,82.68K,-1.41%
2283,05/11/2010,534.36,537.85,539.93,532.72,69.19K,0.00%
2284,05/12/2010,519.60,527.52,527.52,519.60,69.35K,-2.76%
2285,05/13/2010,518.93,521.93,524.20,516.11,60.29K,-0.13%
2286,05/14/2010,520.72,522.92,523.48,519.98,45.57K,0.34%
2287,05/17/2010,511.27,521.30,521.67,509.50,55.11K,-1.81%
2288,05/18/2010,508.30,510.49,510.75,505.13,45.37K,-0.58%
2289,05/19/2010,494.90,503.66,504.57,494.90,60.06K,-2.64%
2290,05/20/2010,503.55,481.80,503.55,481.68,59.96K,1.75%
2291,05/21/2010,483.69,487.76,490.30,482.16,61.06K,-3.94%
2292,05/24/2010,486.19,485.10,489.62,479.56,44.28K,0.52%
2293,05/25/2010,486.25,484.80,490.33,482.86,43.97K,0.01%
2294,05/26/2010,492.69,491.45,492.69,488.29,41.38K,1.32%
2295,05/27/2010,497.16,491.63,497.16,489.75,41.76K,0.91%
2296,05/28/2010,512.99,509.47,513.34,506.43,58.91K,3.18%
